video_id,hour1_views,hour1_likes,hour1_comments
EZduFxcXDh8,604,98,8
PlJVpF7MumA,1157,105,4
dtkIYFgSMwY,720,72,2
baxh--I7Eeo,1346,93,10
XcyTMmoJiSI,564,51,4
KJJ5gBQy5SY,498,0,0
f0084gS3mOk,799,20,0
Qi_ysO9M7b4,18797,792,24
NHQDNHo8vtY,1161,116,6
bqo-_EAlpUE,1693,12,2
Ok7xQj9CbuE,70,12,2
7l3xqKvQNT0,1607,284,17
IEBNNKIpcdg,621,27,3
kFXnmdgBoaI,422,10,0
y645PDRbInE,1327,98,54
VC-O0yIC5Mo,4496,205,7
1lf4b2YP_ys,5120,165,6
W8Ihu5uAroI,3257,698,76
R7Mh9fT3OBY,396,1,0
9npPkaJSDpI,729,68,8
8yd5xye1k5g,489,53,1
qNnh_1E-XPQ,437,25,2
v-e8mVTcR8M,257,8,0
Ikf-jJ6OCds,909,90,0
iMw84GCykic,385,17,1
LFqCp3xhC6I,1,0,0
M_39d0h6iac,470,105,11
N402ckL6KVA,238,66,5
dd654OmAsp0,402,8,0
5vdbvZHVRho,204,7,0
XhmOqKJYnWQ,3386,312,5
pmNVtuX1M1M,1263,15,3
kobXsP9eIMI,1553,106,8
7_oDsuZozeI,910,48,0
4RGc-sajs9U,2031,254,7
UHWhKUmof0w,395,80,23
wf7vgQ8TNCs,2013,75,3
sBobbh5CmCI,3941,68,1
vTrKaKRF9jk,2435,73,1
RtUbDUF-vJk,413,11,0
rO4L9Z0cryY,3555,141,3
2zxoO6odfBM,1899,250,4
5QUMt4libpM,263,34,9
_azM4t5Lh44,752,95,4
ot2dp4wefmQ,719,49,12
DFAmuBr0THk,850,43,0
l81l0TyZDA0,168,23,1
mytoan496hs,2644,0,0
uvrfA1q3Pxs,366,86,26
3r2jFP9FAxI,81,23,6
Aw2lWYKKeoc,1076,167,16
f1lDPiPQHHU,1,0,0
Lm-toc-udCM,1068,32,6
BMwquNN8H3s,983,9,0
CwEEyLbiMVk,406,48,9
gUEyoJfPQnM,512,71,26
usrOkRw9arI,1467,55,7
4h4b7lf7ZgA,11996,357,1
rnYGdfCALxM,115,20,1
sn0DaOB2NDk,295,5,2
iz4MbCiMKJE,195,10,0
-2gVo5Hgec8,15681,887,23
sD7GG7nuZmw,1224,133,3
lls2xVlvDZo,26050,923,16
KVdyV7jp-Fs,447,22,0
FOnrYZG6jkQ,644,61,2
5jauQ9Y091Q,735,5,2
FERR2SE21EI,1535,6,0
kmv5ZjKBBV4,283,21,1
c-pLak1nY-c,193,10,0
MAlSZsfiARw,299,45,6
LT0k6grHo9Q,568,128,72
O9GDGHopNYs,725,51,10
XGTHlLqMxuQ,714,28,0
W-oOIG_57XU,2947,128,4
J4IAWogFs20,538,61,0
z_SlBRmVcSY,851,266,13
vwkyfHm4wLs,3622,529,18
zojM20weFwE,0,0,0
oCeIgXCkUJw,3087,148,7
wsdPthu_In8,978,9,0
AgHWi2XP5yI,12,0,0
nRv6oah7lx0,454,19,8
b050VMDdNBM,4,2,0
HaaycE57jnY,1054,63,2
Gv1FazYBIj8,68,3,0
wSiREW-yYpM,464,0,0
6dqrxzj5wMM,567,23,6
gLZD8S8hznQ,498,8,0
apUvr0-zQNI,330,0,2
8A-C5xd-brA,620,9,0
KgYRs1ZlFug,247,1,0
cVzo6Ncyc5w,211,15,0
CpWN-H4Kj_g,4440,1073,40
d1FsMwbLVi4,161,33,3
dqJijWyR-0Q,219,0,2
8zSwn0dFs1o,378,145,17
-A2uCK2elAU,526,80,2
pnsbfmo937o,525,58,20
_TIwlbbOxOM,252,44,3
bR6u09sawBU,354,80,21
H93Mi_Io2yg,1,0,0
u7K2EJL6O2Y,1010,33,3
phlQTllrSsY,909,14,0
Ef02GBpx9Kk,7253,213,14
e2Z1LqTLoGg,375,15,1
y6A_DhzSp7M,782,188,26
IIC6XtVOzOM,2020,107,4
yLS8ZlnMdGU,534,11,0
p60u7KrvtZA,68,1,0
S1RNFQBxIGk,1999,483,40
sDhLdDbiqpY,1983,192,13
Ti-tWoGc6yY,893,35,2
6PGpru028aw,712,15,1
Cd64b6qVjO0,751,29,1
M2SEPzBR2Tg,2771,59,0
nDD6JOqxQnY,611,7,0
7r2mlswbp1s,3510,365,11
CRpqetQb7xw,857,17,0
tN_UU8qkm-s,651,2,0
K3akJ6o_IgI,547,24,0
uIH8Gq7La7M,3703,10,3
gWQAiys6MH0,469,0,1
4g46aRbfaF0,1889,76,0
nJCe-L_fatA,1610,15,0
n-XrA7y8zc0,907,4,0
llhsf5vL-7Q,4834,1016,60
H88GpuZ-N0k,3749,32,2
UI068VWZHYE,162,3,0
6CXP2RW1Sy0,62,13,17
ct53g8Nzebg,1998,17,0
Qfp9Y2wXKCQ,673,8,1
dSo6_E1a_mw,937,8,0
qCD5TErXIL8,440,5,0
st1CGrq1y5Y,638,4,0
oebbixZZCws,2788,0,0
l9d7aWGzZx8,630,1,0
vQSebrseDwg,623,4,0
ZCGx0SWzg7U,433,0,0
tYovdGPUaEI,1159,151,5
-jZzreuEAGM,1559,176,29
HoRjZ5v6x_c,2965,0,0
bTryFZ93H5o,296,2,0
ZAW0i1XQWwE,545,0,0
QmMApseCS_g,2791,35,3
lTmp84rnOiI,538,12,0
uNbeyI1Nb_U,13431,757,21
DM7r6-6pfDs,40,0,0
8cbvbmH87tg,613,11,0
nl30Li_ZOZA,596,0,0
njH4Zbh8DaA,627,7,0
-hBHGfjbJtA,304,0,0
AUeBb33yevU,378,20,4
YfAwUdaQEGk,523,0,0
KMeJT875aHk,3053,0,10
nEeG69VGV10,644,14,2
ViVV5IxP-_g,1496,0,0
5SdtgDqQF68,4573,215,0
60uBNMKljGg,591,19,2
V18ptyb_BGM,4622,108,1
AIrOMxhBlsw,10126,0,3
LsnWIbVgZ3s,4490,385,3
VKCVxnK-Noo,4063,0,0
fYq4vxRVJog,989,8,0
vbfqtJ7KhG4,2631,15,0
8cRUZE7WGFs,1919,132,9
kKbjGondA8A,293,11,5
TUwUvj121KQ,5143,190,1
Oq35XBJvUqg,8018,501,10
8Vx-Bog6uNQ,110,13,2
MeWHAYH_Udo,782,44,1
qXQr8mYVi2s,647,0,0
A9VDBrrxblo,22729,112,2
y5_EvihDJ4c,8,0,2
SIxpxeaxa1k,561,25,3
5W2vUhUE0vw,1012,9,1
aukDIMnn-30,289,4,0
AQwI3NlLtGg,1068,12,0
mpen5qOFiGA,559,7,0
OEMvnwsE_DY,1027,7,0
tKEhMd7eCCc,2395,19,0
_llCtWgom9I,3448,54,0
qyJuXc25CsY,834,0,0
6b74oSmf7oo,1843,315,7
qEEVvBzI77I,367,0,0
_Ya3PqHaRis,1045,0,0
dOGJKjuO58E,369,0,0
GoGIjkf8g5g,444,8,0
emXCdRrUWi0,2079,6,0
mFLr8iffNeo,1841,0,0
sAX_aHWMAcw,155,17,8
2XHPAnR51Mg,632,13,0
Chn2dgbizVE,889,7,0
-qGqagAMt_Q,2671,6,0
teUhyeTi1nE,3,0,0
DpfRCtOyogo,677,7,6
_AulS_zIewc,4326,11,6
ED62M18FLGA,5868,562,9
SUk1z7vjFxw,247,0,0
WTbPfyKOKbI,460,16,1
ppKaLW4YVhg,810,12,1
L07iY8ygE3E,3907,502,9
X4KDdMwQNeg,420,1,0
NkG9tBXQR_o,1075,19,5
m16BZwyHpSw,530,31,3
NGfNBr-GF9U,148,16,6
b-SvH77QeSo,744,4,0
ewOA28Ogm3Y,1749,76,2
m7XhtmI80LY,1040,38,0
5wGJ9RAMxbc,56,4,1
IcpoeR8Txl4,488,0,0
9o7c7OA0euQ,1507,76,4
5YFqE4H92ms,1250,27,0
2JTQXjILTpk,546,20,1
YlAY5nWT6po,95,23,11
UvrUE77ZayI,544,4,0
gFEVH28cNzc,1268,41,4
fT7zGo1dSHQ,3783,390,1
lg0WIaDnf3E,3,1,0
gtVt2pI8B_E,153,16,23
7j1UR_xum2U,13,0,0
quiWDsmUcmg,911,0,0
E0nB2p5SU6Y,1247,0,2
8irAHq2Dy88,630,16,0
PCTRDVJGwz8,875,19,1
FZWZ9fSnHUY,120,0,0
tF8OWLizo4c,1003,0,80
fGAKwvWH7Kg,617,3,0
XKwrotGdFek,264,29,3
VQkPCvTm0G0,368,34,1
REowfo7w9uk,743,29,0
jwbhifTvEew,1450,65,1
CaY_bYsEy2g,1431,6,0
5XjmKZJscX8,3425,0,0
diRiwexQcX4,717,7,0
PDPy8ejqNuE,557,19,7
5z4UjsFj5o8,1738,93,1
YfsE_IEPl0I,1618,42,7
E3gaa7WPi3I,5473,98,1
w67pKqVx7ic,808,3,0
wDizJ-G9GQA,3117,113,10
g30FqNIc7PI,450,86,0
ETrSc5Vjw6w,3,0,0
fArqiDeRYns,110,14,0
4zY86j6JfBM,4156,0,0
47Snfnwi7Tc,26131,2782,13
0Cw_p35v7nI,609,32,6
n-RoHuz3oD8,2293,174,3
wWjRXS9avBo,4869,158,0
zCf0Ma3AMnY,1116,10,0
xlb4Jx_Ee-k,6670,164,0
8RgqCdaN2Oc,3398,368,5
CIVraj33_jY,1196,9,0
Kazi2GivHLA,832,0,3
11NAkKGZh58,8,2,0
wWDSSQ4395Q,1160,6,0
_DQDOZkVa2Q,7351,97,0
xkP0AoMxc1Q,304,0,0
dxKFXcc1nqA,1152,53,1
BPhRaQ7J0PY,11468,627,3
8-oMcinoyoM,458,41,4
YRkA8xhzK8o,476,26,2
DacSktfwX1w,1098,73,3
eVR8lpnIhSg,1211,76,0
_Lhi2rPPEHc,4156,363,22
1JeYZfpVbrg,848,16,0
lLyiqTEJTDA,261,0,0
1gj8kdZv37A,524,30,5
eayGx6Ak8Fo,14356,106,0
oKWLhoJxZGQ,9,5,0
V6Rli-Z33kI,2980,59,1
-jc6jg36pl0,2121,21,2
dkfeVswqEAc,283,7,6
8tZw_mfKyaA,928,25,0
Tyc9QmNA_OY,650,27,0
31ja2pV_X3M,339,17,1
3QRme3u-m28,600,9,0
SKN75DDuiKg,24668,2066,9
GnbF4iEuP4U,2080,26,0
OoSL1CMijk4,3101,0,5
NVmzqL1x3cU,3148,45,2
0_aw3BNN-gs,886,89,11
yynXg_WlrmE,182,0,3
L1HwkFoOX64,1337,24,4
3cH5pY0YafY,442,35,3
8ytrUtITDRo,5084,264,1
XdVZtpM6Myo,117,2,0
FBs5MLEFVRw,489,10,1
gr1Al9KN5JQ,1050,21,10
9FHaePlzNMk,744,3,0
UhcVVsR2tCA,1268,62,2
wZwe6vuNhQI,1188,9,0
fUBhMMceFn8,268,4,2
hnXWMPy2AdM,2045,16,0
Jj2wbrO9ElE,1398,0,8
Yt-918_OH6c,3698,0,0
J-cB2GB0HVQ,611,4,0
tRDgCPrxsxk,55,0,1
Giy9muwfQ4c,192950,0,3
PYILxfbIkgw,245,0,5
-fj60nXzEZc,441,10,6
fjPy6ZF-y0I,1396,0,0
g2eUIa7MgdM,804,39,1
82eR-Y-nVsw,816,24,2
F_KLbit2Y8A,1951,14,0
h0RBRhepG5o,698,0,0
dvuADLyJisU,827,0,0
pw415JLQa-Y,52,1,0
Kp00myx0q4Q,364,3,0
MCEq7M2t-ac,7847,256,18
pOw54IXsev8,3009,841,0
H59w_WwdXGI,1088,78,2
DLEC9ALe5jw,1624,0,7
Ti7FPAnbJ9I,3578,53,1
ziiQ7v87vJ4,1291,0,2
RCOL-cshU1U,2221,102,3
kEfgZWE9OFg,1338,21,0
AUPYJgRqDbc,2455,441,63
mIjCf4a9QyQ,9910,706,15
prZCv_QigCQ,4581,208,64
UI5gHYpqirE,4691,143,3
IMBO1F8aIik,8114,514,5
ygy6WRHggjY,93,5,2
pz1pVmDbAoQ,4820,129,4
WbxwytCBR3w,1074,130,8
Izn5ywJd6wM,7703,104,0
uXQBvvSzdjY,855,17,0
C6KNfn9FUwo,2484,164,0
zg6Hpqvo_8w,1437,9,0
feJJBlzmuKE,4849,281,4
QyZUOmlLV1w,8967,68,0
OpBX3HmvtO8,704,58,0
TUapgAJfAiI,3699,140,2
Vu7zDdQ5yXI,1049,71,3
VTTALr9Stgo,5526,531,51
kqJ4IwTj60E,1132,10,1
0wgSb4U6xbY,1114,0,8
lU6B8G16FCY,779,110,7
0DL6lZJXWcg,3087,89,1
1HIcSZ1cWNg,848,28,0
snow5BK-peo,567,0,0
lp6YVLbHp9c,4678,121,6
dd5HvS4JyRE,1009,149,10
kX2zyNAJEEQ,2661,28,0
kPYAwruV3Pc,1417,55,0
uaEfwc7zFx0,934,0,1
wLOAGG_79bw,13,0,0
Oxj-aZUl4CU,347,702,29
uN7m5ob6MPs,6766,157,3
CUfqad4NcRE,1262,29,2
PDkgs5iAAug,1241,70,10
Hzm0A8z2TQQ,1180,0,0
RMCkYIWRLHY,1029,53,0
UWynqJYfqDs,834,0,0
tTQiSnsHwIc,274,4,1
dF1wfO60SgM,541,8,0
_5KjcdQOef0,50,11,1
YHco4yOZGSs,1604,128,11
8LcS3lEbObE,384,0,2
Wzw4FbIhHzo,5118,710,3
J7GP9t8nncI,2044,288,8
x47dSrTsdBE,181,2,1
0JGWeP0psic,5996,1142,7
LIshnNGY0_4,4565,70,3
OmrOZBN8JBU,3295,103,4
vo6-1dAiDio,413,54,17
vihltJ85_7M,949,23,0
31Kx5YA5Fms,642,13,0
-nwIggjfAH8,1493,69,2
pTZGEaGP2c4,521,49,6
hR56aoWmwKQ,1671,491,34
8JLw-Rgm7R8,466,98,12
P3gftcDFXtw,4867,31,0
3cAe78VMi9E,100,22,11
EP_ZJQtw558,2232,646,78
LkZBD3gltBI,669,0,0
GRzwrO2Dqmw,1144,0,1
ULZtfILGzm0,2164,0,28
7rUSMJo3TrU,403,3,0
Q_ULyxy2Nxw,2899,138,9
EumVnNLwrR4,27546,6958,62
DnCYMwWmzAA,5448,117,0
ek9NnptoZ9Q,533,32,7
MdwYc67dT4Y,5309,1381,2
xl6CBbpba_k,5714,501,29
jbshFNs2ft8,666,28,1
CtCIgfhqw84,183,25,1
4Kmzn1ZnEuY,3245,95,0
RaWB1eQoA5M,2195,35,0
22vZdAyOjFM,58,6,0
xHYSrRwcNYQ,299,48,5
ghj7tC5JSOE,518,17,0
FFaB-3AG99U,1750,150,50
p4XDQsSq48M,182,30,12
N96dKFC-qyY,88,11,6
CF5mmfkwKJo,0,0,0
CmT3yyryKHg,76,3,0
96MJ6KfKrAg,471,17,2
YlyVcACHbP8,1002,61,3
dUIlOqL03z0,877,18,0
NqU0hMQqNQE,162,6,0
vnrgN-y3Egk,777,67,6
s_JBo3Xcwc4,241,1,1
Dmgq1ukSYoU,461,142,21
7T31lXXxBQg,299,6,0
W0n5ThpQopg,73,1,0
g8Wgx0VeXDk,5850,1067,20
fi3A8ebYApI,576,44,1
oVdpxRq34D8,452,9,0
e840IkyiaW0,1052,77,0
eEn6jpSOG8c,410,0,0
0zgR9p691jM,1082,117,5
xHpe3NxNcbc,338,9,0
2tfjWc61rZk,497,35,7
YIqYaIPAt5E,2966,38,0
6uM2ncULLgk,2096,26,6
puJgaoZO3OU,736,157,12
K2VZ1BYSO0Q,548,15,0
aF__lQitmow,978,13,0
vbQFzlACY3M,21,7,2
9cO47zl9XFM,673,9,0
6yED_X6z1-0,1532,36,5
UkeF1CrL-LE,69,3,0
9eeGW7i6DX8,457,63,14
pUTXugSyPwY,13,1,0
0PPsJ3A5uqo,387,1,0
X7DHjjPN5Lk,143,15,0
GVQkAADBUus,465,53,2
6kFhFMB-DQg,152,23,6
9qkYoLHm5zw,1083,173,44
GU_aq-9yk44,196,5,1
AwxJsJGrQa0,615,3,0
oN6a3quTrDg,367,114,8
RCgKZ3cAgkI,439,41,5
MCpBYiH255w,1092,75,2
WQjPSwK_OXM,2032,152,0
l3BJePoUGJg,621,85,4
Dk68xydsjM8,538,51,6
2Qtq9mxlb7k,897,21,1
3O2Y7VxoZ2Y,801,158,7
9Y3ufZUbGps,831,9,0
DD2VU_DBpjg,579,14,3
72Ga78O6FiA,538,169,20
ANh_rbCoNlA,598,0,5
x1jRXcgiT4E,4383,391,98
qHZ7uHAYn_E,526,89,60
2GbSDzMLjpw,555,18,0
cvyJ4TJ-0qg,374,90,9
0o9d7hm2q-w,261,3,0
7wq71Q-0VKw,180,23,12
OqxCUTInnoQ,18178,767,14
pSCc6RJBGsU,475,15,1
IFAx_H7F7BE,493,6,0
FHRDeVC67qI,418,17,0
tx460ZmpJys,263,48,2
-40HICW1I8A,87,4,0
7ri-F6eUoPA,186,44,6
MIp9qPpxXw8,96,11,0
qlsml3-Lugg,72,7,1
5I9IuGlOhmI,85,8,2
AwCpjNjHO2k,90,20,10
JmccFXINbYc,884,11,0
h0SAp3A1paE,754,5,0
EAkqZObUdKg,9,0,0
ZB5JeB4tWv0,463,1,0
rYqHCiTTu9o,811,29,5
bbAzPLAVfws,976,9,0
gPiB8IP1VRQ,2113,245,37
-dveoFauFiE,1294,0,123
MxfMKyV_lac,10738,736,18
-HYy3uM1tOQ,1573,60,3
V5j8EuFlqY0,180,20,0
o1_0Qe7kXUI,363,111,17
cffDTMLw9Uc,596,4,1
_9QMJvIsTgs,528,8,0
KDZ2xYUcrak,984,231,14
-KbOWWNaAkA,2,0,0
hTMOs9Ph1WU,1413,91,0
j7jjQb0XyQc,702,30,2
_jrtXlZEK2U,756,4,0
uQYgqpJBRLA,1454,83,0
OxKfD6cD-hM,2012,377,45
6g0MNAVGd_M,3083,468,23
KgqLYfIANoc,1910,88,1
gl56pk-JwDs,5111,270,4
yR8ottPGzjA,1185,221,51
kob9Mg82sDw,3190,689,66
xaUAbNHQeZI,17,1,0
ZX1QUrDVq_c,302,12,0
yyRprHSIR4I,330,0,0
eg1wS3_Aso0,912,0,4
77AykdnV6aA,533,22,0
fLJNIh8-b7A,243,0,0
2X4jMVu_9N4,5706,352,0
PLqXGSpJYow,7952,208,7
strK_iQRWxY,2049,113,6
Zf_JhmEbOI0,4921,149,2
8j472g7HyhU,817,13,3
4JyA64_y7Y4,1052,40,1
kPUtdegJO9g,12082,184,9
yRTO4YqfBX0,521,0,0
10TsEpeyNYI,4247,127,2
eDwA-s6_c3s,2379,17,0
3e0lY1DQE0A,541,8,0
uRVKOAgBVgE,8001,46,0
izSOCvby8UQ,435,4,0
674oJaGSJd0,304,3,1
2W8fNXEma80,852,6,0
gjpb913UXWE,5919,90,6
ffrYwiIQuFQ,1452,17,1
VTKjNRp2ALI,762,5,0
uZej1-mqCSc,693,9,0
TUb9hXWnjxY,487,15,0
X1rwzpJY00w,2053,102,4
TTl10s9ZEd8,1530,9,0
-sIZK9bw_wk,88,8,3
s8ibXr1oOHY,450,0,0
wJvcU6McioM,3254,171,9
7kP5negQO3o,733,2,0
WDsu-igum2w,487,8,1
wzwZMPpjArc,445,6,0
igSvMo-2L_I,1640,0,4
0PEH1BAp934,363,36,4
uA368cHmGxA,244,17,0
8TFd-jOG8JQ,643,6,0
foA1CDDVyhM,41,0,0
Tn2n3FVnf-A,141,5,1
7A0EfnxxExQ,1758,66,6
h4nO7nkpVtk,756,11,0
DBh8gNee530,7132,208,5
QezlHQMdBnA,87,2,0
rf15rof0ADI,1076,9,1
kV0JUGS64c4,652,0,0
E6U3qQqC91g,2776,14,1
vySFrCBEtwE,7631,174,2
9H4x0SYMCSQ,2757,36,0
EJr95mXCkGw,517,15,0
wZNdd7OhGkI,413,6,0
JlMWgC7-5WE,262,1,0
-EDjGNi6pXU,532,11,6
0-x9yrRs3SY,590,4,0
gNbDCgHVZEg,2853,383,4
m2Up73NDw3U,2252,34,1
SsSq3dmepYY,499,5,0
2lSKc_wrRAk,1287,80,2
tzD09XhAoIE,748,26,1
-FnOQkcKIhk,308,12,0
WqWo5tX-yBY,715,6,0
0z2yF_gpyOQ,720,56,2
2rrfsXLGoIE,557,32,1
YO74gc1eSaQ,263,3,0
xEJTzH3ysdo,1130,27,0
DyUZ8VuqBg8,2571,6,0
Vmf08DjnhcQ,33157,220,2
JfEW7LRwgXw,387,12,2
n2e0xhZkcjY,3111,109,0
s2cwR59wnhE,155,4,1
kV2SknWEX9Y,779,36,0
tnmaM8_INB0,632,4,0
PxTOWj88Cf4,5482,0,1
orzc31QYdCo,1037,4,0
mif9zOwDI_I,1118,106,0
7HQb0xxzOxU,127,9,1
DYUygOvKYII,777,40,7
GIa-p7ENjC8,426,2,1
eGDpWzUk09s,75,2,0
ifQQQqYPb8E,583,52,11
V06maawfRDc,2110,72,2
JEfXdxDJbkg,623,60,11
Y1r0ATaA2Oc,2470,13,4
A-6jmS5DqeE,652,4,0
Jmx_I4KAncg,568,12,1
FUxjXIY02Jk,585,71,1
nVfToNGFUWA,571,11,2
1YsNtmCeAPg,502,0,1
2QpQdlfvRGI,4038,93,2
BSZA_iADx3Y,823,22,0
VRG5_KUF040,568,17,1
Kn46CU5J55M,343,0,0
sXKCCrvzav4,4714,77,3
wAUU_bNc0DU,402,6,0
IOtKvY6w4F0,146,7,2
CaHY52uwai0,922,56,0
-auzNyXTmmw,10835,2792,276
MwDsCuU1YHk,670,45,4
BMDOMGAdaB0,447,4,0
fbKBNUXkuC4,5132,44,0
w410wT5qlR0,5551,773,14
vBzQve1M9Dg,2583,0,0
ceu0MdTaGNQ,1017,3,0
hQAIxkiS5tI,5154,189,4
AMqANkMI9dU,468,6,0
LAEaaH_rrzs,5174,0,0
FcSsqg-ajO4,458,34,4
7G40p-BSYLc,1751,325,17
I70oUoD7wd8,2020,105,1
2gSmvdWHMqc,2191,82,8
FsJ6xwKWPAo,7655,791,16
fLJMwNzLFo0,3757,0,6
8jnWThKVuIg,967,366,15
NmVBVMoy1wk,458,4,0
9ywarAPyEys,5246,587,49
ewHWn4gKjL4,280,36,7
zHd5AGUWz9k,402,5,0
hM1rpPafLto,1569,20,0
CYrif8Zk5Xo,136,3,0
WiaKnXLrTs8,12,3,4
F3Ujsg6976M,121,0,0
RoMHKs48P2k,53,2,0
c1FBVx-Ht-w,232,0,0
63btNC1aPw8,703,11,1
ty0gTr4f6cU,2586,75,0
vEy2nmeHRMc,67,0,0
yql88o5Y9co,441,2,0
7sQoNGk9Fy0,1177,31,0
sXY6F0u71KI,711,0,0
FfDAdciYRlo,4373,204,2
8Oieo1tFHE8,1246,19,3
F_5fyXlWD-A,933,0,0
0DZwOlirNOM,1224,4,0
FUHrjEZFnCA,763,15,0
vZc7UJK-fM4,38,3,4
UVWfnsW3Uug,687,0,3
xv58x8DjVK0,5219,0,3
oPQrKFdhR0M,8570,274,3
Qkdv8uQ3Sc0,1338,35,2
aaM6B91sZwU,5811,624,33
4ChrH4GqLy4,342,2,0
XuhGXbzpPCc,907,12,0
zaOdKfyvkdw,5038,264,3
C_0ywIYEffc,1428,22,2
o6rXKUYLBxg,951,3,0
X6Rk8yHfFss,2374,86,19
115dJ5UGlsE,5374,4157,23
ym_zDuNfAFU,5382,699,2
6TEuoOttL80,3,1,0
u7Na6DljW0s,255,37,5
yDsKu32QCQI,258,7,1
ckavUMBgOs4,566,64,0
7hpxFsDmrYw,2300,109,2
gUdke9p_C98,5273,0,55
3egSsxQ8M8Q,983,5,0
vC15vz7RQTw,1108,6,0
-lE7tV3Q_2I,1300,0,2
0KBG02DqGXc,868,4,2
S7KgWgVAPn8,2282,209,2
uXZHn2qBlc4,3904,130,40
Vl2Ltzo3n90,413,23,1
6yOFX8tM1mA,1068,3,0
FP1D8CLeIpI,0,0,0
98rNnwM7Ajw,0,0,0
AheRPJpVFD4,44025,3008,9
UNEMQ6LrRh0,950,17,0
iRR5hJpkT00,175,1,0
P0Umsoq66Uw,392,0,0
JAgIwLdSpJI,4105,292,1
je-buHSct0U,23428,121,0
1VQwCHZZ6u8,5468,752,17
-KO2c1XNEtU,522,17,0
z6e3ti8qrms,434,59,4
pHdfyDyumbU,819,17,4
E6jcVbxzmzo,359,0,1
azjRo46us-o,6154,250,0
xBF4bX_NEGM,729,151,27
C1eVv2tEY1w,194976,0,2
CuWOQ1F_dzg,1599,16,3
v6DUe0X5rlY,653,59,29
HbgIorYvlxE,1182,0,1
KuzIbMBdWtg,3345,0,1
WGtitwu4lgg,1408,0,0
jMHJqP-iOcA,1562,7,1
ll2vY42ivLY,1485,158,3
D9XYeYTpLPU,339,0,2
YGfKkUF6igI,713,13,2
qWizBSYja3s,663,23,0
6MNFbC90BoE,6175,244,0
OVSL2VhS1n8,1799,0,1
C42PK7Zsk-I,860,11,0
S85L-jRYtbM,4234,0,28
xqKhy-1qIwQ,1266,17,0
3Be6a5DQMaY,1588,16,1
kx0KJJWeMc4,5166,160,0
uS3fG4_vvF0,1321,81,0
EulhRC8IPDQ,695,7,0
fJzYZDpT5Ao,1808,0,0
QcpzATdy_PA,13650,3416,73
ueCAvo5cVzQ,3341,0,1
B0W_ibUmJ24,5592,46,0
TAyofR0w6gM,7731,277,4
cX7jDezQa_o,4134,0,3
1JU31BluUj0,1745,245,12
CYeVHZ-Khrc,277,0,0
a-jP53Z6Iag,778,21,1
xvL_AL8RqL4,763,0,2
x28jdNYkBi0,232,1,0
wTSP2lNCgGk,485,0,0
cvvxt2kgbZ8,9543,769,23
BXnEIR1bOAE,6088,335,2
BrbF8F_SERk,1877,6,0
JV_yr2Om5R8,355,10,4
Lmc96Rc501w,20651,0,1
CltSBWUdnss,200,5,0
XdODYubIzfo,10127,765,9
XHDsWtwVEkc,1216,0,0
zFIzuchYk2Q,480,8,4
_QqtzbMBdhc,409,0,4
EwRBA36Jcro,2527,0,3
oF3rTXRL4IM,715,4,0
uj53pI-mDRc,728,4,0
EDRRJYZav1k,400,39,3
644cCYX-128,682,6,0
WUJxCP5MBi8,227,13,1
ddnRsoHZUaE,916,3,0
G5hoyHuthUU,2326,155,4
4OxDCSEn1r4,1723,77,0
Tnvsl-Mf_to,743,28,0
hebs94uySAg,1716,40,2
ykPfid5PTbc,1326,62,0
VjblH52XjH8,712,0,3
R8mb3yTLtiU,321,25,1
tJIuv7xBL60,116,1,0
Nx-xhZ5QM6g,994,13,0
skWMLR9nbso,846,86,11
gnpEKni6sMA,4652,0,1
sYLOKchmVwo,2039,0,0
oVggK3lzZhE,258,94,8
fMCr-O03Vrg,974,7,0
dajl1WoBVJ0,288,41,7
v-Qj86Dji2Y,407,0,1
rH87lG6TSxI,230,15,3
vwaaiMhOwJE,727,29,8
Rtb2HuGDLBs,2691,191,21
7mjCPX8_M8o,446,79,12
MIfAJth45W4,4598,16,0
choeoostg4M,313,2,0
EMNGgqJWV3U,272,16,0
z2QQjU5wVPE,680,10,0
qabqaekAhNU,2902,382,6
9P5Fy0emWRI,353,0,0
tTutaQYwIf4,287,0,0
3p1NZ2T6X_M,427,9,3
OwQcPfNaAGM,458,4,0
lzxYXiu_Y_0,386,8,1
-kRQGi2lGcs,232,24,0
p3x3v8BDxHI,6384,752,143
uBdNFqnhezU,4670,262,3
tFVprRkZy-4,1299,378,16
d2BUR91bNv4,173,4,0
73Ivr2IIcNw,940,99,3
RP9SpvQTRSc,184,16,0
9YB6p0gU7Ac,1391,25,0
Fj36zkMmLjc,4673,79,1
wgBkzxuEV2I,1064,5,0
mwqi8gefBI0,754,117,5
yh2xGuHAnmA,4321,31,2
vvAjDmIgssE,1038,72,14
GXBwgPbRTZo,399,22,0
ZYk9ZL_O6P0,2479,106,0
0HXuVSjUS7g,121,29,3
sniNyJH0eJQ,2289,145,6
hyr9drelbdw,408,57,0
HvzPWRFiVC4,192,40,11
N9fXIcve7NE,453,80,7
VdlwopA7V-8,714,22,0
SdWmHBMo89s,437,4,0
N-MZj7eTLjY,916,2,0
eX77DJnvW1U,574,26,7
b1QfQBY6T6E,268,0,1
FlvJpxudpy8,14808,1222,10
eojEK8iE7JE,1390,26,0
7GJGlRhFqiM,331,33,3
iXHjJcs3vZ0,188,2,0
3J_cNSKIpl8,562,91,4
mVzLv57CSkI,18,4,1
