video_id,hour1_views,hour1_likes,hour1_comments
ry3aVSCQJmc,326,60,6
INks2Pn5Gcc,907,129,17
uZ5NdxUC1ic,521,24,1
-1jMShJzTfk,232,0,0
ObK1Wy7o7aE,733,18,0
Dct1vaHYHdA,132,0,0
fMvUqg7MQag,4702,781,22
vPGE6uGjpSY,328,9,0
lQZSRcWI5R0,4,2,0
XVZPti9cNDQ,13598,415,22
J3RzaNR9GEQ,380,9,0
FHyNlM6X-MM,1454,289,56
aycrXbjoXAU,71,18,2
b3Ma6CBfZws,401,3,0
9suUY7DnUlI,989,91,3
DzDSxzRP6hM,237,9,5
0j1aOXYNsdg,287,0,0
73uTtP4BlEo,336,23,2
0xBz5AwH91k,111,29,6
U5IfaIY6l-I,73,23,6
s4sH5uzryMI,82,36,5
Bk9uMAAlxnk,299,10,0
JGtjmIbwxWk,144,1,0
Gj3cJ5Bf7b8,682,33,0
DQjNgaIkygg,2851,291,9
klrtYX36tow,615,16,0
Xv6EMMsToqU,22,0,0
xfebuy3blPE,308,2,0
O08EynrYrzc,102,16,6
N8gu_-AgCMQ,1737,155,4
l0MlAQHz-iA,8,0,0
vmXKlIf9wFo,162,20,1
uwMfcBb4Mn4,617,6,0
rYLrsbDCnSg,259,2,0
-GX79SDMdCE,648,29,1
Of66RB8aegE,1028,34,4
22qiYQY49-w,368,0,0
gtXxrIUNyF8,0,0,0
bPKI5juNxvc,3107,136,3
_H2T0aDQn-k,42,8,1
m82ybO-IFmE,799,52,2
UrJuvuXxBXI,2067,150,13
5QfhvoqFcqs,1627,8,0
UlnCyopn7cc,5001,1185,280
Jt5Tczxy2Qo,45,4,0
Oi_g9MwZdxI,739,16,0
CXSeJVTlMd0,413,46,6
3AoZ9gZXqhc,648,90,4
Xgp_tfm2OQE,350,5,0
bhkfIg1SbBo,1166,124,18
Z8_GdPsWiS4,857,32,3
ob1N_w5Z4Cw,168,83,8
vuI5CLaaVgg,535,37,1
tzAa6KOMY-s,35,14,2
xEMYCrMsP-U,6185,216,14
LKLL6QVBxbc,476,4,0
___SR7uMxQc,759,67,14
z4e6tt87HlM,1011,5,0
JC-WOJqHalQ,965,148,12
u_9XRG6yCu8,2032,505,11
vdM8qxw0yCg,0,0,0
ACxCwwV7ZfE,669,164,50
9kUo_FpNXpI,336,49,6
8AhgEbTwusA,409,33,0
co1eP75Mt1Q,1139,154,3
VpYCXG9j__o,1776,48,2
teMvGPbBKrM,1170,29,0
_PqtroMvE8g,1028,87,4
shRZVIMPXdw,2126,468,13
8bnOohyrgd0,1471,163,16
u70ZGjdjckw,736,42,2
0Po0xTwDkG0,434,38,3
psos9sdTQLY,1868,0,0
iTDx1JmMP4U,666,16,2
y0cnx9uRujQ,219,27,1
IGTWUJr9swg,741,12,0
XRzYwkDQRyM,436,3,0
SaCP5yZMEC8,169,6,0
qILiY5NnMhY,1862,20,0
BTIkRrs74hY,1112,4,0
BahT8krNE64,846,0,1
MS39t-CEKgA,752,17,0
FVkyZRnR5u8,508,14,0
UbmnYUaksyw,334,0,1
iYiziUDxy5I,116,3,0
OjDUkTj_544,682,9,0
UIoLF3JrHLA,2525,31,1
ONDwofhH12I,615,30,0
eL_BY54-dbI,19,0,0
kNenCzNBTFY,570,12,0
jhkS-zFaEzQ,511,2,0
wUPefuJlBUg,844,1,0
lInwLqNS30M,295,4,0
BA0DuxmagMw,16,0,0
MSH5Kgfn-rM,567,6,0
pWuNPnG3fZA,503,28,0
S2cURJTgb_8,1561,149,0
kqR2k1RQz4w,23422,263,0
Y7bIQownV_M,432,34,3
FJ_l3bixO84,738,95,0
ia1PDsm0Nuk,725,79,3
CndXvdyW81E,1406,87,10
xCSZJJLF9UI,492,0,1
QM-pqSWvCF4,569,7,0
-TFg-e9h8PU,3177,78,0
QcVaLmJ2KbY,612,7,0
Gs2rneIOZBs,829,0,0
u6fM3sPDNeE,4576,0,4
Unw_TnCssBQ,532,12,1
OnDJrcwjeEc,449,9,0
kui3299n3Cc,9355,54,0
MwG_ABP8hl4,4533,0,44
TYM5nOXRZZM,2726,388,35
KZCYzY7G2Fc,212,4,0
jM6Us_kznzc,1759,193,4
iU_IlIeUpJo,3281,37,1
O4K4Jnf0RNo,968,170,31
sCSk0L5iy8k,4471,650,5
VyXpB-pODDs,596,21,7
U_TRiEujsDI,4904,592,7
PzK33qjFznA,317,0,2
wlUEt77N3cM,673,48,0
7y56X7dEEyI,3870,0,6
SllE3AalCOw,431,4,0
oIvLoU33-BU,1751,17,0
wAiM7F3Dtm0,11979,848,6
DJ8kOcK6YmQ,710,22,0
o81VdN0MeCc,322,14,0
AnhHfUFZ6X8,1567,116,2
pTUZYCRCMi0,2181,15,1
9Y_Nx01VwjM,430,7,0
qjrZJh1iSS4,5,0,0
WKGi7rsQp70,1875,10,0
4MO7ike_Glg,7954,43,0
1pptDQ1ADN8,2831,58,1
CgCcVbGC_XQ,252,2,0
EaKBQ6xz6Yo,667,11,0
PsbQX6Z7W3A,2336,48,0
aDx1QbE1hUQ,2377,94,0
_pfnGm8zl8U,662,10,0
c3VjevM0e9s,1999,283,0
1MQKO4ZOzJE,201,3,0
QsgxuMqQQ7o,574,14,2
wC2hvuL9Im4,295,84,22
av8kDSq7tvk,412,37,3
MBrvvCyXHi4,1035,9,0
ouYt3F0YoFE,1181,79,3
jf0qcNAivX4,450,0,0
2AeFCPrgE7c,2991,21,0
ZiqsRNTIpt8,702,4,0
UwnlGPhWOXk,5121,260,0
4or3WXMMYJw,775,10,0
KRjQ970aAEI,1118,32,3
53RXgA-c_sw,754,18,1
ftMoK72jOvw,629,23,0
lhiVxYYN92E,340,24,0
Erw4omXJbcI,540,53,5
pJ_KW7bWUVs,62,1,0
RTLGs2jCEs8,407,46,0
_uUjzO4tOqQ,1017,58,1
eyQAjIL_csQ,2816,0,0
yOadTBT5xhs,244,1,0
d6UWeHxrFeg,830,98,18
h2zvcxBWqXg,2296,72,5
yF8L0xJITDA,2091,125,1
ld9qQuNDbPk,766,25,0
x_R2ExVn_e8,2928,414,31
jYWKkEhcE7Q,188,26,14
1ulsjYTdL44,544,3,0
OkA4JK6JCiE,435,4,0
VVwsR02znpk,2674,37,0
DUy50OCGqmM,282,0,0
rVz-86n4toM,20,0,0
LCb-VWlZoIQ,1665,49,0
H010RnCI4GU,4810,396,2
aSis-zwryqs,1239,12,1
teSF_e7TmII,448,3,0
SKSgP3R2X10,14950,1007,25
BvUssobRaSA,825,8,0
n5CT7aiYTvs,579,9,0
clTAkbgU8Cw,515,13,0
1ryhkLjuOls,353,2,0
G5zBq5Jkz50,1519,228,0
mmCd_RINIyk,1101,0,24
bBcBcyqxkgw,875,6,0
I-61PgC6tUs,845,6,0
9ETCJp1TNr0,4754,212,1
yfzK95ocyYE,5960,797,65
Drzn6qV75tA,640,3,0
Z5M2q4K3wxo,358,67,5
mg8jg3ejqwQ,789,11,0
gwQLEC2x-CQ,6194,143,0
hK8mCfpYkrI,611,9,0
JrVTbwbFApI,1690,9,1
IzZphRpVRRM,120,0,0
6bWQeS62Qjw,655,4,0
ZGeRdRb__lo,1138,7,0
TwsJQgCFzds,953,2,0
Sw00zScsfCM,555,11,1
yLISAWkmpGc,2464,113,10
eTQPlbXl3bI,5154,323,18
x69kC1SCS6c,1003,194,0
vFdCL5kzjeY,1160,0,0
PM4cM_b1WGc,615,22,0
mV7XeHIKh9A,1994,80,1
V8-sXiRAGfY,2950,0,0
-FvLuoV8eJE,1045,0,0
xdMgTWb54qM,116,13,8
IiQheetRz6k,2353,67,2
QlE4xa6P_Cw,338,53,5
iHeCx5ED3j0,389,52,4
RA0pE7thXKo,3388,256,9
gqKXngU2Gsw,4449,70,1
l69sL_jEcOw,2340,71,0
UrCEaSErWkQ,883,12,2
eo4fRcoU2GY,3790,66,0
VBY3K236E0Q,1284,124,5
LusaCarsKUk,4927,961,2
mLYcSyLRnMY,4961,187,0
Du64DYNVU8E,3111,43,0
gFy8yMTDmZM,2047,64,0
j_6se7c91Vs,490,3,0
Xw75qCVB7Js,5780,311,4
v5pkVaROXnc,3322,135,35
rVKrHWf9-wM,375,6,0
-rT9GZDFymc,273,7,0
XoKBviupTpI,730,7,0
ioH11fJMjv8,495,10,0
fAuV2A8Qn58,808,17,0
BF3a1Zmvb5o,388,0,0
1G1c5sKkV3I,1589,47,2
KgQFhTSHT60,5175,229,48
YdK0QWPBMeo,5356,319,4
gRWNjt39mow,3630,62,1
YgdLBRuI0Hg,1586,145,4
GeDoYlkysmk,1672,0,1
ldl0Tpdf6-w,4264,507,16
3OXQLwPij9s,983,182,26
nWXLbbqbpAU,224,15,1
Qpp0GspEuSw,572,138,49
VkCIXqS6uQw,7533,784,25
iC88qeEm918,1557,18,3
PQ7KJJLgUfw,1015,60,5
Ey408GDQgzU,4316,219,10
4qKalH3-QJU,1194,43,0
7BeIZzfsipk,5111,0,0
9-_h8wk24wQ,934,4,0
YAKOOahgwWA,17583,146,4
xadf-D5jSh4,634,7,0
Wdd0x_uOrb4,1422,72,0
k8oG2vBi_Hk,450,12,0
MkC7RUQTYls,2205,47,0
6rcA9j4P6yI,998,56,6
cN6Hyv6TMHc,1,0,0
Nn8x8sNDlAk,686,8,0
1rg7GAcecB4,630,0,0
3ni1Cu7HUbQ,2254,0,0
FiA0g3RRVtU,1092,23,0
l1aLdMgqb-s,577,1,0
fVAQxgLLrsQ,2298,25,0
4vtEHgtvcCw,291,36,0
9psVNECbbSE,503,12,0
MvATe4sPUxs,1287,140,4
_Un9KEdhO3A,880,0,2
0GU9JDGh1mI,955,0,6
n_OHEBGeTMU,735,7,0
bZmodHM_Sc8,810,32,0
1BgGauDaTDg,763,27,0
Uw6n7PrX7uM,8227,0,3
xc-uztqS2dI,381,0,0
cfO-MkWXjh4,7,0,0
gJrX8VuXZ8E,10767,1589,18
YKDM_aMx1-s,1302,0,1
ipmr2hDox04,953,20,1
7hVLF6ZZIWU,968,4,0
ODHJZ7I7nlo,452,4,0
Ql5KFONka98,1093,21,0
7XQfffGkrTQ,931,13,0
Q9oeRPWLQm0,464,6,0
nv_tfqxSYt4,4930,125,7
W41ERvdBlB4,886,5,0
ZKSrFbSP6WU,225039,0,1
0CrrLLEpA4M,686,4,0
NsVvnc0u1K4,463,28,3
mwM_wCL1mzw,5195,170,0
ie3Yqds7E9E,4298,479,1
hxRTwxP0vBE,9274,604,37
LO4JK_JCOy4,2219,3,0
gy1EwN-XCA0,2371,214,5
ol8KbvSbc0c,4835,0,3
jLYAVCVTV6w,1348,17,0
DRFWVymfzoM,5677,1306,110
84ljbuj6aDg,12852,0,3
g1N64Xzn_Ec,10671,0,11
ZIJ3FndUpck,18632,1092,5
ehjRylLRRUw,373,1,0
iWMUrWrOPnM,1982,152,13
I773-d0L3r8,608,93,10
EpKpHR3kar8,611,40,2
hzr8yRyEMR0,335,796,31
kdFU2mi7t-I,4610,0,1
hqgBJfAG5S0,2293,131,4
IK6X0C16Yhw,892,20,3
aUyHSGS8dm4,363,12,0
z5JmTRZynEI,890,87,8
XF5Geh2mWZc,649,16,0
hofajhGq_Pg,1921,0,3
dvWG9mzyBQE,1273,0,0
nFH7TciDYqM,4300,180,3
7wFFy0f7fMk,272,0,5
ZDXXQHAg8G8,980,118,2
ynEWBxCGMlk,1009,0,0
UR0C4NKwEBw,573,13,0
Lhvm2UOt0u4,777,79,9
YoeTi43QGJQ,1789,0,0
DW8B1AK0fIk,2255,0,4
psXHe6Ebfz0,973,0,0
1Y1fbYhwRYo,4786,4286,33
IuPdh4Z37Vo,1894,201,2
Zbq2Iexu-z4,923,12,1
IYPB685USPQ,3556,121,4
BqdGQbvPqms,452,17,0
JpW43y7sUpo,861,69,13
aB_FOG8AK1Y,985,13,0
Yxk0Rx6S-DI,1666,100,3
xprL1h92PnQ,2395,238,11
HD-C117LFcA,2490,10,0
hZT3r_gD96M,598,0,0
EWh83WnKZgw,16619,1162,17
hXsN0CRsqHw,2411,0,4
DPC6_eliHak,1172,243,12
NAbj7riCO2c,291,17,0
AsFa834IA2w,946,24,0
p_IC4fhIY3w,1090,57,3
6n5sRzJOedA,563,2,0
sxO1FOFyq1I,1966,113,2
H0O05wSMio4,1529,144,1
YC8JJ59vgv4,32,4,2
TWHX_FamySM,514,8,0
6wvHGhTnyoY,911,8,1
qCmoUUSxyXI,552,59,0
XEeVihGNTw0,277,4,0
TY_6PpjOjto,596,20,2
a2yW0kObTz8,1670,5,0
O-dGl1vys60,7626,1060,11
YBcu99EYa6I,464,8,2
Quo9X1HYYPA,667,40,2
HKzkRvtVa9o,8276,24,0
OTYiExHNOWw,194,6,1
XDX6kCafX8Q,304,14,4
jLe_DDa-AQ0,550,13,1
huf5mU7gLj4,656,3,0
GBoxB-IW5N4,3993,372,13
xhSsUw0erE8,18528,4155,14
jYoMn00Z-wI,256,27,0
45PA9SnjM7s,296,5,2
clqxxNorVHI,425,42,12
0eVslcp6jiw,87,1,0
FIF2nvPeSo4,469,5,1
SQmakYBG23Y,258,13,1
rtVB6ESW0ww,2856,88,8
FxsAUs-Ay74,133,2,0
4d0e5aEKUQw,302,6,1
J_2c5_WalSY,62,13,0
FlJK2_lzHEo,227,8,0
XGqLSINwtXo,3055,270,3
12JvWIrVMes,305,27,1
BlrsOCB3_Jo,629,99,7
fBdfHBKfofo,5552,357,9
tEuPGXtZdmE,514,14,0
Egfd93hgd20,712,28,0
9Pd_57FH0dA,292,58,22
3vsnkfNNx6k,329,35,2
qle40dHF99Q,182,5,0
FK5Me_xbGmA,2368,439,26
UM8mKYQmZZ0,6,1,0
UX6U9iyF0cI,542,145,28
lEkiyUEg6bE,417,4,1
w7RlsUpoCjI,4853,68,0
Uwe8ygsCu0Q,92,8,2
3ERjZvljWpM,1339,253,26
0svKet6TznA,469,2,2
iJsziMRyPWc,560,36,3
0KKGBfOu5tM,1433,43,0
4cdE9PwNWrA,159,10,0
Imt6TPw8RXc,4750,332,3
nArYDedhZWg,2201,155,13
PlqVOE-IZbU,965,125,3
RM12OafN93s,281,95,6
R9JgWf3oNII,1,0,0
ynXnFVAouos,369,6,0
ab61bnRa1ts,398,11,0
EZerAEgrVtg,738,74,1
db4MpoykvTk,298,90,22
XEuop7c5fn4,486,31,0
mgbIj0fVSKk,90741,1084,17
tJddHe2H4T0,35,10,0
Ivx9rLIEGfs,885,16,3
XyxJ7OKR2hw,0,0,0
wU-tGAAh9YU,5180,364,3
_E2xXzHsJHw,474,13,4
CazXdgVzCKw,2558,14,0
BUry5dJGedE,1635,153,4
f54WD2ZIUcY,1862,432,144
of69KdfZu-Q,51,1,0
khBVUueCbZI,33,1,0
7H7YiPxooaA,673,60,4
W4MOBUFeSUc,1341,310,44
7iEZAD3yq7M,1551,65,2
GKSU3xkWwwo,52,11,0
IiS6zWh9vSo,5342,126,1
9N-CcbLbm64,31,13,6
seFBd7vNR_w,7,1,0
l1pdCTpYh3I,1896,388,29
SVNjy4-3xGY,270,0,0
jOHAxG0y3PA,74,8,0
cuL0T9TYIb8,751,20,0
Iql1clnk9Tc,1161,3,0
0gioZsjquxg,71,4,0
kwMK41S5wUg,1775,11,0
hs2RnlwvRy8,268,23,0
HwO_aFxLk54,10,3,3
VYcSDN6IAQo,1133,4,0
9YhIY_qfBuU,1109,8,0
Kb4U9MAk8SM,745,28,3
YIHV2bo-gTA,843,12,4
VPU6oXA4Rl4,1580,405,27
R5w23EVYP00,346,0,5
F-1tA3ppw_k,11197,545,5
jZGC1-YGDSk,886,3,0
XX4n2D5ecP4,534,186,34
4k3AByZgIrg,535,28,4
loz1e-SpFgc,680,11,2
qop1GFqmGng,5343,389,1
f30EAlTbRx0,321,9,1
Hg6LG8sNz18,509,9,0
fDpfzQ7w0AQ,3478,115,7
YCQSqWz72XE,236,0,1
MgbAeN6F7Z4,925,15,1
saNaHvsI_c0,764,12,1
5wV37MzwJuw,628,7,0
cT6MJtvs56E,125,41,4
aWmEu_93vII,1980,10,1
AY4FTIIlbaA,202,4,4
ds1A_y8IZqI,903,5,0
o2DzfBfSQS0,1248,7,0
CBX0Sa1fK1o,785,6,0
Xme1LJSE3fY,812,4,0
e5CTkKzlIWU,31,0,0
JlpNAn9lyg8,811,2,0
8WgkvxdSZIk,580,14,0
0XQHwJZ1TkY,625,5,0
AEIvqkPnREg,4210,739,47
vTUEoCmaEQg,621,118,30
sr9mMBUwiA4,776,118,17
16-lzzkyyew,1066,84,0
jHCPbuUcOrY,4565,269,8
JNPKz53BG3g,6401,113,11
9wn2qdOw8FI,28867,106,1
sAnBj7RNAhA,441,3,0
JrIxZS7jWds,508,4,0
YmrbNCqNeBQ,300,14,8
IGlLWl_sa9w,303,0,1
G0ZfZG6rOhY,1883,0,1
P7DXqRx53qI,5397,56,3
S3yLc4dYgEg,646,28,0
F6KF8e0tlrM,789,2,0
QV35aejBYAg,527,6,1
6aecRYxIy-o,245,23,1
vZq-na8vssY,407,3,1
4ATu-6QhJ2o,606,68,14
dkN-xuvQnuQ,2072,17,0
tV6M-4x0Yuc,1019,22,0
YuFSfcXR-j0,1692,0,0
vstQEwPWA7w,608,16,0
ziMRCyJ34dk,4071,21,2
-gQwKC3r86I,2042,15,0
n_ywtNN7lpo,136,0,0
AROinBj3w-E,219,31,4
UAwN8JpgbHI,332,101,11
AcCeRTBXNEg,6833,142,0
VWqbVzljjJU,713,15,3
lC-mZ8PyDIk,1159,197,25
lA83GfNccxY,1701,141,1
CsqtNBySoCM,1404,83,2
3A1m8GUlecg,12633,1082,1
tVmDrHOEBVQ,33829,2015,9
kqIJswnpRXU,12250,1038,17
msdgXzALB8U,709,7,0
fhO4ELTAeZg,1434,0,1
rTOe9EqZU_I,3962,0,0
TOIUGtUQTqQ,783,15,1
35qCgJgQSVc,4,1,0
c77N7I0IROU,331,12,0
8_B7jJk7c1E,2169,162,11
lyClBjC2MfI,2736,188,1
soPCpofRYoM,360,2,0
2TuhOnVOjOw,669,4,0
i0b-U6n8PGI,95,3,0
BwOHII_GS_0,2290,7,0
KOOUjZEfJew,95,3,0
wnCaz7lCoTc,1306,31,1
yu85ooDoZ4o,647,45,5
CPFDN_OtFK4,360,19,0
V87FVnaqkO4,543,6,0
8Mat7Az0GEc,2252,74,0
U7gqNhvGT54,2350,0,0
zHZP1NVBqBU,1446,10,0
CbWdstJaPKQ,224,5,0
xQ9WYCSAKh0,2,0,0
WFLAYr7fdVk,482,43,8
HKbyRudDnFM,645,29,2
sGtN6ie2hN8,1060,157,9
EL0MJFJTZ8w,3029,0,0
ligcmfsSEhk,370,11,0
aBW92tkHkjc,592,40,1
B3DAgHFu20M,310,4,3
u_n4_EzBQyE,5042,430,9
LeGvxqZ5h7Q,293,51,3
z17LFPcyPGY,1870,148,21
QUcF8n29HbQ,322,5,0
nRxSRHcLUKQ,5790,751,1
S6vE6xZOI9A,1196,23,0
EiT5cx6vpFg,193,19,1
QDHcrQtNa_0,976,3,0
qbqNwD6EuEs,804,48,0
DjtxU3Ta_F4,43,2,0
_fcS0vi0MeU,566,7,0
o9GxUtM_Cpc,2702,159,7
OhPtx30fZx0,489,10,0
RFy4TtL-vIs,11231,594,2
F9BbYOZ2IlE,240,0,0
34NwKZgRUKA,653,7,0
pPDTxu5Q-3U,14769,1163,24
JfuZ27log_Q,2251,0,0
ROn4mIlDAuM,148,35,5
NWfea0Otr00,5249,792,17
781WNIZyJ1E,803,11,1
njyCsI-XFwY,322,5,0
cG1oNlqCpvE,485,31,0
t5ej9mQP220,1159,0,38
jFGkTrt7Mek,635,32,0
_cIQ0uZRENQ,2522,0,0
FRHeLYrp_gM,434,4,0
TSTwADEKQzk,140,22,3
DK-Xsxk3XsU,1902,65,2
Sy204YuXkFE,483,11,1
aIKDJEvb73g,4371,61,1
Oz7rDE7lcjw,4542,44,2
DtH6F0ftrl4,449,1,0
6hvhsUmFflQ,603,5,0
gfAXmR1vx_I,321,4,0
n6LbDAmYOQM,731,4,0
QEzreWTfzI4,466,1054,20
r5lG6SRPcvU,530,0,0
_qm27wf7Q6w,599,3,0
1KVnLSo4xgs,75,0,0
UDDZ18lHyUw,579,16,0
exUDVcrlkrQ,917,14,0
oAKFNMMpPsY,353,0,0
AoeW5yAIw00,1931,41,3
IRjTw0QiE0E,1445,21,0
Cr2kpzA06hQ,1547,15,0
3bicPrxWlNw,1226,0,0
P1FF17MeQes,5221,3875,18
l3whfxFrQV0,586,11,0
2SoYGvx8soA,2379,67,2
Vp7K-xffS9I,595,38,0
3v5oNJ2_1RM,4,0,0
ZktTVDGlEag,193,13,1
Xx1R299oRrY,473,0,0
3S6aTk9l83E,2,0,0
KVfVMMqSi-U,362,0,0
RgnxyQnMmrs,282,6,1
m15pDYWvHH4,696,5,0
ASGZgB6Y3mA,3,0,0
Df4nWiuSwAA,614,14,0
2v9sb0wdmpQ,4,0,0
D7pJr0gVCCQ,5931,256,1
bK8LiZg4IWs,7295,167,2
fzc1eGjDDEY,0,0,0
WnE4XC3K9gI,288,2,0
FRnUHxGntXQ,0,0,0
ZSAjs8ISabM,658,9,0
tH6gVHytfE0,5148,0,0
g1J14A-5cqk,645,26,1
j5gS7dKwpJw,502,9,0
IajXRrNCgQU,392,7,0
DRD3laoobYo,372,24,11
27eEnHYWmh8,627,13,0
a2SWJgHvOWo,1084,21,4
JdUrsH5JLMk,5246,0,3
gWA-wLoDWK4,5181,725,9
6R0mwK83yuo,2615,0,1
hC-QOTqERfw,24813,165,0
r0g6_B3JsOE,2274,0,0
sgwSdefOV80,582,17,1
57f-PBcY9Ls,666,14,3
HgMUgLXOnrc,468,0,1
hETO9BpzELw,1508,117,1
0EYINDjLqK8,3,0,0
n0ABCRlqIwI,288,38,1
sgFZmu81Et8,568,56,5
wH9qVtCPxOQ,4480,50,0
ocUc5xeK1ro,647,46,9
rwDgT57uKxs,566,4,0
TK_ZGf-HjOs,4442,101,3
TXnm5rUFLpY,7740,1362,16
8s2oBivD2WI,2844,96,0
EVPHaL-LgxU,194,4,3
kpt5wa3f-K4,2076,93,3
7P7PXNoZdM0,165,18,0
zBmN7O_1A7I,3683,147,2
pKHrJn4IiQ8,3517,0,0
nEnyN9SlFLU,808,0,0
79drkwiESLU,200,0,0
VVl_1MCn7yY,813,11,0
JkoSOoxTgNc,526,0,2
AwqFT4_NZmo,955,12,0
iiDkrK63PeI,4483,0,2
28MsYeKoVvU,688,0,2
AAmkdhDjQOo,7889,410,2
H-Ty1EVNxO4,10233,921,15
Ct-qJURi-9Q,765,11,0
OqnT-Fo8_tg,5307,623,49
-CmTaNEhgNI,59282,0,1
pg5lzOJ9EmY,6584,506,25
HqzgnQ84Nss,585,6,0
jeWNQfaNNbk,1384,96,6
LB1ER1hMrAg,5349,143,1
0kOe7kKjHZ8,459,0,0
6XQXCstVgtM,421,7,0
TQ_TqubFEP8,417,5,0
oXRQkkwfXzU,1093,0,2
ix15KXCKepA,476,50,5
FOn2cRHn-b4,2828,1065,0
PfQ8RaWWRJE,681,0,1
x3JrMDix8Xs,1040,74,2
Idjo16vF978,627,0,0
CmCUsamlo88,2409,49,1
cILRmj4b12c,353,0,0
5WW7pZ3x-Wg,1209,0,2
HfzTwvE8AK0,917,41,2
0WVlM_X4QGc,796,6,0
sJdz2XzWNQM,798,74,2
kmlcPudnQAw,1950,18,0
hzomusogktw,7567,0,0
7yOaXIm0H48,641,6,0
XHpUO6Qqa8o,542,7,0
F4CaHgQe_Fs,838,0,0
u7jzDJogd58,889,3,0
kGDcebBsa9c,542,6,0
vkDC9aR5xk4,672,58,2
clQo2LEWL2U,2065,0,0
EFvFyLEYIOw,299,4,0
4s1bWnfdZaY,576,47,1
aJelpXQ5nLI,4278,170,0
9W09aBN6mAg,2528,187,19
wObnU_pByqA,109,15,1
8o7lLYIv1rc,1144,30,3
uTNAMlUb5dc,975,52,0
1voegQkdylg,178,68,7
wQqgJI1LNsk,3109,44,0
xiif3QwDi28,287,2,0
MRng61tKXi4,1113,140,69
NuxK63tO7nA,5110,424,11
dohpRRLx6zw,491,1,0
hgDLoAgRpiA,5204,551,1
tAyjlBPIlAg,1749,0,4
P-WpB5EExns,872,39,0
zSL_P_Rc6ZY,459,17,5
atjUuen8UAs,283,0,0
5UFsnI4qPFU,645,7,0
nF68q_5t_A0,844,6,0
VgUM4LGyxLs,983,3,0
f4cfjKbAs7A,2452,133,6
5VTKVbjEBMM,1012,0,0
JUborib_uE0,735,41,5
MH7Mai-MULs,1030,0,2
Ogu1-ib4kNY,341,6,0
V6TiK6JB1n8,460,11,0
fSKg4qmjutw,371,0,0
v5LY041DUE0,168,56,5
QleRkVjWfMI,133,0,0
4nULW42qhj4,30,2,0
jaTHlnHaTcY,810,8,0
c5FyD9dowHM,413,18,0
HGzRTKK9nnM,373,87,16
4nEdbKyfJCw,2775,652,10
YeaP85SehZU,605,23,2
AD5X7TEU7QA,334,94,4
n3DuBGkS5S4,1094,12,0
1UKk2wSJERk,3753,190,0
36LnsDaxeZc,251,11,1
5LVPaUxk9uU,986,10,1
zuXZ3sFj_rs,268,17,3
bbBhUtn-e1w,3364,140,1
fucC1D1Yj50,186,12,4
eqt8ECGfank,766,10,1
H6XC-R49Znw,2020,59,2
JU1hqgaExa8,346,30,0
nhlsFt9y1Mg,459,10,0
i15QR8GPiHc,608,52,2
ZXo5fTnPONw,1163,204,7
6B3ftCZCi1c,328,97,9
pPbCsHwGsiw,27,1,0
ND725nM-DTc,23,3,0
4MO4Dko69ro,2507,76,12
xMgTUJqq0u8,1207,210,62
cKX1YSxTlnE,62,14,1
7PI4E0_5elE,60,8,4
-BL3te2xZSs,1049,16,0
NO7HZ7fv-pc,1021,73,4
nXhc4zo1epk,123,20,10
hNNH7NjseHI,680,8,0
oJCAGySHou8,234,1,1
_X3tzJqdJC4,156,16,3
QCCRYA-VCZA,548,136,41
kYO-as_kovU,404,86,10
nR5CuZK8X2s,1146,13,0
Zcs6LqZoeuM,54,18,3
8i9alz-4EdA,91,11,0
HWxGJECOuRo,1260,16,0
_D8CWyhf4Ls,3198,392,8
SP7P_PHBiAM,1166,36,1
JRQhsgrkeNw,224,48,25
JoUKYZ7XHaw,867,35,0
sMCvm0ClmVU,887,44,19
R9USR-hL-fg,0,0,0
wRt2j8aEtAs,434,16,5
cLwec6zxHu8,1191,55,4
KHmlaZKdRkQ,525,119,91
Qf1E896teVs,8958,614,11
WudpZqrsZgA,1183,79,7
MMCyRYBosP0,191,0,0
4bawjxU7aVM,23,9,1
hPK5_joT_QI,168,41,5
9NlCjGwL678,938,16,0
ttCiD5-aLVk,747,27,7
ExLY6A1alXw,1688,84,3
UbQOSipC-rs,352,36,6
WUhMrhj7VoM,1080,47,3
sRmgG3RM8BE,665,0,2
I504TEQVbuI,4581,81,0
t4LoC4TscQw,770,0,0
fcjTxUDiGN4,1017,4,0
Mtbb9pwLFO0,674,9,1
YxP0dk4y27s,458,14,0
396i7uYXLPc,1520,0,1
if7KGLbButs,617,5,1
ruN6x7zJV1U,2,0,0
0mudaxD33fg,4834,256,4
z6Biu97OaiI,247,3,0
BFHtn7C3Oz4,95,7,1
5O6JwZ0tHPM,329,2,1
-jaeoPunslc,255,1,0
ySSQsnqLPJg,4860,274,113
Yr_tZq6hvM4,349,2,1
mmcdXMIEJQ8,255,3,0
WRrOfUe-OdM,732,13,1
lW21a_5XxTM,1040,0,0
hfBAJdR0w4Q,1589,219,28
oYIs26ORRtk,1879,5,0
cyHVb1XfU7k,1757,121,2
YJP3Z7HrFj4,4081,187,7
tNGlFEel-PU,1711,10,0
ERpGW1QUadg,883,0,0
vmbWNffwYdc,818,23,0
lJQlTdfmICo,2112,0,26
aymb0SY5ZiI,2841,450,4
cj8PeNmU1Os,49,0,8
5l8g7e4KHgw,1431,33,1
gQPpeBne2wY,1547,12,1
mhJLokOcIh4,2497,45,0
